Field name,Reservoir unit,Country,Region,Tectonic regime,Onshore/offshore,Hydrocarbon type,Productive area,Period,Depositional system,Depositional environment,Lithology,Porosity type,Gross,Netpay,Porosity,Permeability,Structural setting,Trapping mechanism,Depth
NIIGATA,NANATANI (MINAMI-NAGAOKA FIELD),JAPAN,FAR EAST,COMPRESSION,ONSHORE,GAS-CONDENSATE,4940.0,NEOGENE,VOLCANICS,NOT APPLICABLE,VOLCANICS,VUGGY,,487.8,17.0,,THRUST,FOLD,3993.9
NIIGATA,NANATANI (MITSUKE FIELD),JAPAN,FAR EAST,COMPRESSION,ONSHORE,OIL,1729.0,NEOGENE,VOLCANICS,NOT APPLICABLE,VOLCANICS,VUGGY,,,,,THRUST,FOLD,1768.3
NILAM,BAPIKPAPAN,INDONESIA,FAR EAST,INVERSION,OFFSHORE,GAS,,NEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,,20.0,100.0,INVERSION,FOLD,1698.2
NIMR,MAHWIS,OMAN,MIDDLE EAST,GRAVITY,ONSHORE,OIL,122067.4,CAMBRIAN-ORDOVICIAN,FLUVIAL,ALLUVIAL FAN,SANDSTONE,PRIMARY INTERGRANULAR,640.2,76.2,28.0,,SALT,EROSIONAL,950.3
NINIAN,BRENT,UK,EUROPE,EXTENSION,OFFSHORE,OIL,54340.00000000001,JURASSIC,COASTAL,WAVE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,91.5,61.0,20.0,500.0,RIFT,EROSIONAL,2585.4
NIPISI,WATT MOUNTAIN (GILWOOD A POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,212128.54,DEVONIAN,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,30.5,4.3,13.5,250.0,FORELAND,DEPOSITIONAL,1676.8
NJORD,TILJE,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,22230.0,JURASSIC,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,,,24.0,,RIFT,EROSIONAL,2375.6
NORMAN WELLS,RAMPARTS (KEE SCARP),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,9880.0,DEVONIAN,ORGANIC BUILDUP,REEF-RIMMED SKELETAL BANK,CHALKY LIMESTONE,CHALKY MICROPOROSITY,129.6,74.1,8.4,4.0,THRUST,DEPOSITIONAL,350.0
NORTH ANDERSON RANCH,HUECO,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,2272.4,PERMIAN,ORGANIC BUILDUP,REEF MOUND,LIMESTONE,VUGGY/CHANNEL,36.6,10.7,9.0,124.0,FORELAND,DEPOSITIONAL,2926.8
NORTH BURBANK,BURBANK,USA,NORTH AMERICA,INVERSION,ONSHORE,OIL,44460.0,CARBONIFEROUS,COASTAL,ESTUARY,SANDSTONE,PRIMARY INTERGRANULAR,27.4,14.3,16.8,50.0,FORELAND,EROSIONAL,920.7
NORTH FIELD-SOUTH PARS,KHUFF,QATAR-IRAN,MIDDLE EAST,COMPRESSION,ONSHORE-OFFSHORE,GAS-CONDENSATE,2840500.0,PERMIAN-TRIASSIC,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,INTERPARTICLE,396.3,,15.0,70.0,FORELAND,FOLD,2464.9
NORTH HAYNESVILLE,SMACKOVER,USA,NORTH AMERICA,GRAVITY,ONSHORE,OIL,5928.000000000001,JURASSIC,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,76.2,11.6,11.0,61.0,SALT,FAULT,3728.4
NORTH RANKIN,MUNGAROO,AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,GAS-CONDENSATE,21363.03,TRIASSIC-JURASSIC,COASTAL,COASTAL PLAIN,SANDSTONE,PRIMARY INTERGRANULAR,1399.4,,18.0,1000.0,RIFT,EROSIONAL,2530.5
NORTH ROBERTSON,CLEARFORK-GLORIETA,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,13913.51,PERMIAN,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITE,INTERCRYSTALLINE,396.3,122.0,4.0,0.4,FORELAND,DEPOSITIONAL,1768.3
NORTH SABINE LAKE,LOWER HACKBERRY (FRIO),USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS-CONDENSATE,1906.84,PALEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SHALY SANDSTONE,PRIMARY INTERGRANULAR,80.8,39.6,26.0,425.0,DELTA,EROSIONAL,3335.4
NORTH WARD-ESTES,YATES,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,93860.0,PERMIAN,COASTAL,BARRIER-ISLAND,SILTSTONE,PRIMARY INTERGRANULAR,91.5,30.5,11.0,16.0,FORELAND,DEPOSITIONAL,792.7
NORTHEAST CEDARDALE,HUNTON (HARAGAN),USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,9682.4,DEVONIAN,LOW-ENERGY CARBONATE MUD,OPEN SHELF,DOLOMITE,INTERCRYSTALLINE,76.2,11.6,16.0,20.0,FORELAND,EROSIONAL,2522.9
NORTHEAST THOMPSONVILLE,WILCOX (HINNANT-1 SAND),USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS,19611.8,PALEOGENE,COASTAL,SHOREFACE-SHELF,SHALY SANDSTONE,PRIMARY INTERGRANULAR,,19.5,15.0,28.0,DELTA,FAULT,2868.3
NOVY PORT,NOVY PORT (NP),RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,30504.5,CRETACEOUS,DEEP MARINE,SLOPE APRON,SANDSTONE,PRIMARY INTERGRANULAR,,,20.0,30.0,INTRACRATONIC,FOLD,1735.4
NOVY PORT,TYUMEN (JU2-4 - T1-4),RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,30504.5,JURASSIC,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,,,18.0,20.0,INTRACRATONIC,FOLD,1925.3
NSO-A,MALACCA (BELUMAI),INDONESIA,FAR EAST,STRIKE-SLIP,OFFSHORE,GAS,27170.0,NEOGENE,ORGANIC BUILDUP,REEF MOUND,LIMESTONE,MOLDIC/VUGGY,,91.5,23.0,200.0,BACKARC,DEPOSITIONAL,1051.8
NUMBI,VERMELHA,ANGOLA,AFRICA,GRAVITY,OFFSHORE,OIL,17290.0,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,137.2,45.7,24.0,500.0,PASSIVE MARGIN,FOLD,934.5
OAK GROVE,POTTSVILLE,USA,NORTH AMERICA,COMPRESSION,ONSHORE,COALBED METHANE,,CARBONIFEROUS,COASTAL,COASTAL PLAIN,COAL,MICROPOROSITY,76.2,6.1,,,FORELAND,FLUIDIC,243.9
OCTOBER,NUBIA (MAIN FIELD AREA),EGYPT,AFRICA,EXTENSION,OFFSHORE,OIL,17043.0,PALEOZOIC-CRETACEOUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,701.2,137.2,17.0,236.0,SUB-SALT,FAULT,3167.1
ODOPTU-MORE,LOWER NUTOVO (XII-XX IV),RUSSIA,FORMER SOVIET UNION,STRIKE-SLIP,OFFSHORE,OIL,79040.0,NEOGENE,COASTAL,DELTA,SANDSTONE,PRIMARY INTERGRANULAR,750.0,67.1,20.0,45.0,INVERSION,FOLD,1073.2
OKAN,AGBADA,NIGERIA,AFRICA,GRAVITY,OFFSHORE,OIL,6051.500000000001,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,,30.0,,DELTA,FOLD,1500.0
OKHA,OKOBYSKAY,RUSSIA,FORMER SOVIET UNION,STRIKE-SLIP,ONSHORE,OIL,14326.0,NEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,618.9,,27.0,700.0,WRENCH,FAULT,30.5
OKLAHOMA CITY,ARBUCKLE,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,6076.200000000003,CAMBRIAN-ORDOVICIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY/CAVERNOUS,122.0,33.2,12.0,,FORELAND,EROSIONAL,1719.5
OKLAHOMA CITY,OIL CREEK,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,12350.0,ORDOVICIAN,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,,12.2,19.0,,FORELAND,EROSIONAL,1841.5
OKLAHOMA CITY,WILCOX,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,17290.0,ORDOVICIAN,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,,34.8,22.0,,FORELAND,EROSIONAL,1902.4
OREGON BASIN,TENSLEEP,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,22000.29,CARBONIFEROUS,DESERT,MIXED AEOLIAN,SANDSTONE,PRIMARY INTERGRANULAR,,,14.0,110.0,FORELAND,FOLD,1006.1
ORENBURG,UNNAMED,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,GAS,988000.0,CARBONIFEROUS-PERMIAN,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,INTERCRYSTALLINE,414.6,171.6,11.0,2.0,SUB-SALT,FOLD,1290.2
ORIBI,14A SEQUENCE,SOUTH AFRICA,AFRICA,EXTENSION,OFFSHORE,OIL,3655.6,CRETACEOUS,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,35.1,29.9,18.0,500.0,RIFT,EROSIONAL,2227.4
ORINOCO (CERRO NEGRO AREA),OFICINA,VENEZUELA,LATIN AMERICA,INVERSION,ONSHORE,OIL,4199000.0,NEOGENE,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,286.6,,32.0,9000.0,FORELAND,EROSIONAL,649.4
ORINOCO (HAMACA AREA),OFICINA,VENEZUELA,LATIN AMERICA,INVERSION,ONSHORE,OIL,5434000.0,NEOGENE,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,365.9,,34.0,7000.0,FORELAND,EROSIONAL,426.8
ORINOCO (MACHETE AREA),LA PASCUA-ROBLECITO-CHAGUARAMAS,VENEZUELA,LATIN AMERICA,INVERSION,ONSHORE,OIL,14410370.26,PALEOGENE-NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,518.3,,28.0,1000.0,FORELAND,EROSIONAL,274.4
ORINOCO (ZUATA AREA),OFICINA,VENEZUELA,LATIN AMERICA,INVERSION,ONSHORE,OIL,8645000.0,NEOGENE,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,274.4,,32.0,7800.0,FORELAND,EROSIONAL,609.8
ORMEN LANGE,JORSALFARE-VALE (EGGA),NORWAY,EUROPE,INVERSION,OFFSHORE,GAS,213617.95,CRETACEOUS-PALEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SANDSTONE,PRIMARY INTERGRANULAR,115.9,35.1,29.0,1000.0,INVERSION,FOLD,1762.2
OROCUAL,CARAPITA,VENEZUELA,LATIN AMERICA,COMPRESSION,ONSHORE,OIL,,NEOGENE,COASTAL,BARRIER-ISLAND,SANDSTONE,PRIMARY INTERGRANULAR,91.5,48.8,13.0,35.0,THRUST,FOLD,3094.5
OROCUAL,LAS PIEDRAS,VENEZUELA,LATIN AMERICA,COMPRESSION,ONSHORE,OIL,,NEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,39.6,,,,FORELAND,FOLD,929.9
OROCUAL,SAN JUAN,VENEZUELA,LATIN AMERICA,COMPRESSION,ONSHORE,OIL,30875.0,CRETACEOUS-PALEOGENE,COASTAL,BARRIER-ISLAND,SANDSTONE,PRIMARY INTERGRANULAR,304.9,198.2,6.0,5.0,THRUST,FOLD,3826.2
OSEBERG,BRENT,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,70148.0,JURASSIC,COASTAL,MARINE FAN-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,134.1,,24.0,2000.0,PASSIVE MARGIN,EROSIONAL,2015.5
OSO,AGBADA (1Y1 SAND),NIGERIA,AFRICA,GRAVITY,OFFSHORE,GAS-CONDENSATE,12350.0,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,198.2,179.9,24.0,,DELTA,FOLD,2911.6
OZONA,OZONA CANYON,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,444600.00000000006,PERMIAN,DEEP MARINE,SUBMARINE FAN LOBE,THINLY-BEDDED SANDSTONE,MICROPOROSITY,,4.3,7.0,,FORELAND,DEPOSITIONAL,1600.6
PAGERUNGAN,NGIMBANG CLASTICS,INDONESIA,FAR EAST,INVERSION,OFFSHORE,GAS,43225.0,PALEOGENE,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,91.5,,21.0,733.0,BACKARC,FOLD,1673.8
PAINTER RESERVOIR,NUGGET,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,4199.0,JURASSIC,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,274.4,,13.6,16.5,SUB-THRUST,FOLD,2960.4
PALM VALLEY,PACOOTA AND STAIRWAY,AUSTRALIA,FAR EAST,COMPRESSION,ONSHORE,GAS,91390.0,ORDOVICIAN,COASTAL,SHORELINE,SANDSTONE,MICROPOROSITY,701.2,53.0,4.0,0.0,INTRACRATONIC,FOLD,1724.4
PAMPO,MACAE (QUISSAMA),BRAZIL,LATIN AMERICA,GRAVITY,OFFSHORE,OIL,21612.5,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,INTERPARTICLE,198.2,85.4,25.0,800.0,SALT,FOLD,1762.5
PANNA,BASSEIN (ZONE A),INDIA,FAR EAST,EXTENSION,OFFSHORE,OIL,61750.00000000001,PALEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,CHALKY LIMESTONE,CHALKY MICROPOROSITY,50.0,,10.0,0.2,RIFT,FOLD,1690.9
PANNA,BASSEIN (ZONE B),INDIA,FAR EAST,EXTENSION,OFFSHORE,OIL,61750.00000000001,PALEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,LIMESTONE,VUGGY/MOLDIC,260.1,25.0,21.0,10.0,RIFT,FOLD,1690.9
PARENTIS,UNNAMED,FRANCE,EUROPE,COMPRESSION,ONSHORE-OFFSHORE,OIL,15264.6,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITE,VUGGY/INTERCRYSTALLINE,396.3,61.0,11.0,10.0,FORELAND,FOLD,1997.0
PARRYLANDS,CRUSE-FOREST-MORE L ENFER,TRINIDAD AND TOBAGO,LATIN AMERICA,STRIKE-SLIP,ONSHORE,OIL,5928.000000000001,NEOGENE,COASTAL,WAVE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,1280.5,122.0,35.0,500.0,WRENCH,DEPOSITIONAL,0.0
PARSI,ASMARI,IRAN,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,104975.0,PALEOGENE-NEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITIC LIMESTONE,MOLDIC,335.4,,14.0,2.4,FORELAND,FOLD,1365.9
PARSONS LAKE,MARTIN CREEK-KAMIK,CANADA,NORTH AMERICA,INVERSION,ONSHORE,GAS,93242.5,CRETACEOUS,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,365.2,46.0,,,PASSIVE MARGIN,FOLD,2676.8
PATRICK DRAW,ALMOND,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,40409.2,CRETACEOUS,COASTAL,BARRIER-ISLAND,SANDSTONE,SECONDARY INTERGRANULAR,21.3,6.1,20.0,36.0,FORELAND,DEPOSITIONAL,1311.0
PEACE RIVER,GETHING-OSTRACOD-BLUESKY,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,BITUMEN,1543750.0,CRETACEOUS,COASTAL,ESTUARY,SANDSTONE,PRIMARY INTERGRANULAR,30.5,25.0,28.0,440.0,FORELAND,EROSIONAL,457.3
PEARSALL,AUSTIN CHALK,USA,NORTH AMERICA,GRAVITY,ONSHORE,OIL,,CRETACEOUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,CHALK,INTERPARTICLE MICROPOROSITY,137.2,,3.5,0.2,PASSIVE MARGIN,FOLD,1981.7
PECOS SLOPE,ABO,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,899475.2000000002,PERMIAN,FLUVIAL,MEANDERING RIVER,SANDSTONE,MICROPOROSITY,99.1,9.1,13.0,0.0,FORELAND,DEPOSITIONAL,693.6
PEEJAY,HALFWAY,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,,TRIASSIC,COASTAL,BARRIER-ISLAND,SANDSTONE,PRIMARY INTERGRANULAR,25.9,3.9,12.0,120.0,FORELAND,EROSIONAL,1158.5
PEMBINA,CARDIUM (PEMBINA RIVER),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,1551160.0,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,SECONDARY INTRAGRANULAR,15.2,5.9,13.9,24.0,FORELAND,DEPOSITIONAL,1219.5
PENAL-BARRACKPORE,FOREST,TRINIDAD AND TOBAGO,LATIN AMERICA,COMPRESSION,ONSHORE,OIL,,NEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,54.9,25.0,300.0,THRUST,FOLD,91.5
PENAL-BARRACKPORE,HERRERA,TRINIDAD AND TOBAGO,LATIN AMERICA,STRIKE-SLIP,ONSHORE,OIL,38285.0,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SANDSTONE,PRIMARY INTERGRANULAR,609.8,304.9,25.0,100.0,THRUST,FOLD,640.2
PENNEL,RED RIVER,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,66690.0,ORDOVICIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,INTERCRYSTALLINE,,4.6,15.0,3.0,INTRACRATONIC,FOLD,2644.8
PENWELL,SAN ANDRES,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,24453.0,PERMIAN,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITE,INTERPARTICLE,122.0,36.0,11.0,3.0,FORELAND,FOLD,990.9
PETANI,PEMATANG-MENGGALA-BANGKO-BEKASAP,INDONESIA,FAR EAST,INVERSION,ONSHORE,OIL,10127.0,PALEOGENE-NEOGENE,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,701.2,,20.0,700.0,INVERSION,FOLD,1015.2
PICKTON,RODESSA (BACON LIME),USA,NORTH AMERICA,GRAVITY,ONSHORE,OIL,18031.0,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,MOLDIC,,2.4,19.0,379.0,SALT,DEPOSITIONAL,2347.6
PINEDALE ANTICLINE,LANCE/ERICSON-ROCK SPRINGS,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,311220.0,CRETACEOUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,3307.9,,9.0,0.0,THRUST,FAULT,2286.6
PIPER,PIPER-SGIATH,UK,EUROPE,INVERSION,OFFSHORE,OIL,17798.82,JURASSIC,COASTAL,WAVE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,91.5,61.0,25.0,4000.0,RIFT,FAULT,2065.9
POINT ARGUELLO,MONTEREY,USA,NORTH AMERICA,COMPRESSION,OFFSHORE,OIL,15005.25,NEOGENE,DEEP MARINE,MUD-RICH SLOPE,CHERT,MICROPOROSITY,,213.4,15.0,0.1,THRUST,FOLD,1737.8
POKACHEV,MEGION (BV8),RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,22.9,7.3,20.0,130.0,INTRACRATONIC,FOLD,2390.5
POKACHEV,VARTOV (BV6),RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,15.9,5.8,20.0,170.0,INTRACRATONIC,FOLD,2295.4
POKACHEV,VARTOV-ALYM (AV1-2),RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,21.0,8.2,22.0,108.0,INTRACRATONIC,FOLD,1838.4
POMPANO,UNNAMED,USA,NORTH AMERICA,GRAVITY,OFFSHORE,OIL,,NEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,304.9,,31.0,1000.0,SALT,DEPOSITIONAL,2546.0
PORT ACRES,LOWER HACKBERRY (FRIO),USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS-CONDENSATE,6212.05,PALEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SHALY SANDSTONE,PRIMARY INTERGRANULAR,122.0,7.9,29.0,275.0,DELTA,EROSIONAL,3163.4
PORT ARTHUR,LOWER HACKBERRY (FRIO),USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS-CONDENSATE,4693.0,PALEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SHALY SANDSTONE,PRIMARY INTERGRANULAR,266.8,,33.4,156.5,DELTA,FOLD,3299.4
POWDER RIVER BASIN CBM,FORT UNION (TONGUE RIVER),USA,NORTH AMERICA,COMPRESSION,ONSHORE,COALBED METHANE,4742400.0,PALEOGENE,LACUSTRINE,LACUSTRINE RIVER-DELTA,COAL,FRACTURE,503.0,42.4,4.0,,FORELAND,FLUIDIC,91.5
POZA RICA,TAMABRA,MEXICO,LATIN AMERICA,COMPRESSION,ONSHORE,OIL,74100.0,CRETACEOUS,FORESLOPE,DEBRIS-FLOW,LIMESTONE,MOLDIC,120.1,,11.0,6.5,PASSIVE MARGIN,DEPOSITIONAL,2039.6
PRINOS,PRINOS ENVELOPE (ZONE A),GREECE,EUROPE,GRAVITY,OFFSHORE,OIL,2741.7,NEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,,97.0,18.0,115.0,SUB-SALT,FOLD,2458.2
PRINOS,PRINOS ENVELOPE (ZONE B),GREECE,EUROPE,GRAVITY,OFFSHORE,OIL,2741.7,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SHALY SANDSTONE,PRIMARY INTERGRANULAR,,22.0,14.5,17.0,SUB-SALT,FOLD,2611.6
PRINOS,PRINOS ENVELOPE (ZONE C),GREECE,EUROPE,GRAVITY,OFFSHORE,OIL,2741.7,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SHALY SANDSTONE,PRIMARY INTERGRANULAR,,22.9,15.0,25.0,SUB-SALT,FOLD,2712.8
PRIOB,ACHIMOV-VARTOV,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,3334500.0,CRETACEOUS,DEEP MARINE,SUBMARINE FAN,SANDSTONE,PRIMARY INTERGRANULAR,396.3,42.7,19.0,3.6,INTRACRATONIC,DEPOSITIONAL,2340.5
PRIRAZLOM,UNNAMED (UNITS I-II),RUSSIA,FORMER SOVIET UNION,COMPRESSION,OFFSHORE,OIL,21489.0,CARBONIFEROUS-PERMIAN,ORGANIC BUILDUP,REEF-RIMMED SKELETAL BANK,LIMESTONE,INTERPARTICLE,201.2,45.7,19.0,120.0,INVERSION,FOLD,2295.4
PROVIDENT CITY,M AND S SANDS,USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS,8398.0,PALEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,SECONDARY INTRAGRANULAR,348.2,,18.0,,DELTA,FOLD,3872.0
PROVOST,VIKING,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,2423922.15,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,21.3,1.8,22.0,82.0,FORELAND,DEPOSITIONAL,731.7
PROVOST,VIKING (C POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,276640.0,CRETACEOUS,COASTAL,SHOREFACE-SHELF,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,21.3,1.2,25.0,170.0,FORELAND,DEPOSITIONAL,899.4
PRUDHOE BAY,IVISHAK,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,355680.0,TRIASSIC,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,167.7,,22.0,265.0,PASSIVE MARGIN,EROSIONAL,2439.0
PUCHENG,SHAHEJIE,CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,22477.0,PALEOGENE,LACUSTRINE,LACUSTRINE FAN-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,29.9,23.6,233.0,RIFT,FOLD,2349.4
PUCKETT,ELLENBURGER,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,41990.0,ORDOVICIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,BRECCIA,518.3,41.2,3.5,,FORELAND,FAULT,3767.4
PUERTO COLON,CABALLOS,COLOMBIA,LATIN AMERICA,COMPRESSION,ONSHORE,OIL,7163.000000000001,CRETACEOUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,76.2,,12.0,300.0,FORELAND,FOLD,3192.4
PUYUH,LEMAT (ZONES A AND B),INDONESIA,FAR EAST,INVERSION,ONSHORE,OIL,2223.0,PALEOGENE,FLUVIAL,MEANDERING RIVER,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,,,19.0,381.0,BACKARC,FOLD,1660.4
QARUN,KHARITA,EGYPT,AFRICA,INVERSION,ONSHORE,OIL,3087.5,CRETACEOUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,106.7,,12.7,230.0,INVERSION,FOLD,2576.2
QARUN,LOWER BAHARIYA,EGYPT,AFRICA,INVERSION,ONSHORE,OIL,3087.5,CRETACEOUS,COASTAL,ESTUARY,LOW-RESISTIVITY SANDSTONE,SECONDARY INTRAGRANULAR,44.2,13.7,18.0,700.0,INVERSION,FOLD,2576.2
QATIF,ARAB C,SAUDI ARABIA,MIDDLE EAST,COMPRESSION,ONSHORE-OFFSHORE,OIL,131527.5,JURASSIC,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,30.5,24.7,18.0,202.0,FORELAND,FOLD,2103.7
QATIF,ARAB D,SAUDI ARABIA,MIDDLE EAST,COMPRESSION,ONSHORE-OFFSHORE,OIL,93242.5,JURASSIC,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,30.5,25.3,15.0,310.0,FORELAND,FOLD,2164.6
QUIRIQUIRE,QUIRIQUIRE,VENEZUELA,LATIN AMERICA,COMPRESSION,ONSHORE,OIL,50635.00000000001,NEOGENE,FLUVIAL,ALLUVIAL FAN,SANDSTONE,PRIMARY INTERGRANULAR,487.8,70.1,20.0,450.0,FORELAND,EROSIONAL,491.8
